avis,texte_clean,sentiment,label,application,note
Mon appli préféré pour la restauration,mon appli préféré pour la restauration,positive,2,Yassir,5
merci pour vos services,merci pour vos services,neutral,1,CIH Mobile,3
moi j ai voulu acheter du fromage mais j'ai un autre nom préparation alimentaire à 5400 est ce que c'est un fromage et aussi le total est 63312 sur le ticket mais au tel c est 68d ?livraison 5d.?,moi j ai voulu acheter du fromage mais j'ai un autre nom préparation alimentaire à est ce que c'est un fromage et aussi le total est sur le ticket mais au tel c est 68d ?livraison 5d?,negative,0,Glovo,1
vraiment indrive facilite le deplacement,vraiment indrive facilite le deplacement,positive,2,inDriver,5
a chaque maj il faut attendre 3 j pour ajouter un bénéficiaire et procéder au virement ?!!!,a chaque maj il faut attendre j pour ajouter un bénéficiaire et procéder au virement !,negative,0,CIH Mobile,1
Application pratique et facile à utiliser à la portée de tous. Je recommande vivement,application pratique et facile à utiliser à la portée de tous. je recommande vivement,positive,2,inDriver,5
L'application ne s'ouvre pas et je vois que le problème a été soulevé il y a plus d'une semaine par plusieurs utilisateurs mais sans solution ! Qu'est ce qui ce passe ?,l'application ne s'ouvre pas et je vois que le problème a été soulevé il y a plus d'une semaine par plusieurs utilisateurs mais sans solution ! qu'est ce qui ce passe ?,positive,2,Marjane,4
Je n'arrive pas à faire marcher l'application. Je l'ai utilisée avant la modification. Maintenant ce ne marche plus,je n'arrive pas à faire marcher l'application. je l'ai utilisée avant la modification. maintenant ce ne marche plus,positive,2,Yassir,5
Qqun à reçu une notification de mises à jour de l'application en la téléchargeant de nouveau du play store? J'attends vos réponses SVP.,qqun à reçu une notification de mises à jour de l'application en la téléchargeant de nouveau du play store? j'attends vos réponses svp.,positive,2,BMCE Direct,5
si seulement vous crédité 100 dh oh moins avant remuniration,si seulement vous crédité dh oh moins avant remuniration,positive,2,Attijari Mobile,4
l ancienne version était bcp mieux,l ancienne version était bcp mieux,negative,0,Attijari Mobile,1
"des fois les localisation sont erronés ainsi que l'itinéraire . à part cela, on pourra dire qu'on est satisfait. mais la part de Yassir je crois qu'elle est exagéré.","des fois les localisation sont erronés ainsi que l'itinéraire . à part cela, on pourra dire qu'on est satisfait. mais la part de yassir je crois qu'elle est exagéré.",neutral,1,Yassir,3
Les responsables Marjane DERB sultan ne savent pas comment bénéficier les codes du coupon,les responsables marjane derb sultan ne savent pas comment bénéficier les codes du coupon,negative,0,Marjane,1
Tres bon afaire,tres bon afaire,positive,2,Marjane,5
parfait merci beaucoup,parfait merci beaucoup,positive,2,Glovo,4
je suis très satisfait du service,je suis très satisfait du service,positive,2,Jumia,5
Pas de problème pour enregistrer mon identifiant sur mon HTC X One (4.1.1) par contre pas sur mon Nexus 7 (4.2.2). En espérant que ça vous aide à régler ce problème.,pas de problème pour enregistrer mon identifiant sur mon htc x one . par contre pas sur mon nexus . . en espérant que ça vous aide à régler ce problème.,positive,2,BMCE Direct,4
j'aime l'aplication merci aux créateur de jumia,j'aime l'aplication merci aux créateur de jumia,positive,2,Jumia,5
c'est mieux que yango,c'est mieux que yango,positive,2,inDriver,5
"Je crois que vous devez résoudre le problème de l'application car, je n'arrive pas à accéder au plate-forme, ça donne comme message :erreur survenu, il y'a des client qui mentionné ça avant moi, et vous n'étiez pas réactif... J était hésitant, de vous contacter, car je suis convaincu que je vais avoir même réponse habituelle que vous envoyez à tout, vous ne fêtes pas des actions pour corriger le problème....","je crois que vous devez résoudre le problème de l'application car, je n'arrive pas à accéder au plate-forme, ça donne comme message erreur survenu, il y'a des client qui mentionné ça avant moi, et vous n'étiez pas réactif. j était hésitant, de vous contacter, car je suis convaincu que je vais avoir même réponse habituelle que vous envoyez à tout, vous ne fêtes pas des actions pour corriger le problème.",negative,0,My inwi,1
très satisfait de votre service,très satisfait de votre service,positive,2,Avito,5
efficace et rapide,efficace et rapide,positive,2,Attijari Mobile,5
"Je demande un remboursement car ma commande était erroné, ça fait 5 fois qu'il se sent trompé sur ma commande, je n'ai été remboursé qu'une seule fois, quand je demande un remboursement, il me sort en toute sorte d'excuses bidon, pour pas me rembourser, alors que j'ai déjà envoyé des preuves Solide, je ne comprends pas pourquoi ce qu'il en crée se centre d'aide alors qu'ils ne voulons pas rembourser l'argent des clients qu'on la commande était erroné et qu'on envois des preuves et accepte pas","je demande un remboursement car ma commande était erroné, ça fait fois qu'il se sent trompé sur ma commande, je n'ai été remboursé qu'une seule fois, quand je demande un remboursement, il me sort en toute sorte d'excuses bidon, pour pas me rembourser, alors que j'ai déjà envoyé des preuves solide, je ne comprends pas pourquoi ce qu'il en crée se centre d'aide alors qu'ils ne voulons pas rembourser l'argent des clients qu'on la commande était erroné et qu'on envois des preuves et accepte pas",negative,0,Glovo,1
L'application rencontre de nombreux problèmes techniques après la dernière mise à jour,l'application rencontre de nombreux problèmes techniques après la dernière mise à jour,negative,0,Attijari Mobile,1
Le mouteur de recherche sa marche pas .... (Les villes) Trop publications,le mouteur de recherche sa marche pas . les villes trop publications,negative,0,Avito,1
Une très bonne application😌,une très bonne application,positive,2,Marjane,5
A peine commencé que ça met déjà une erreur est survenue!! Je m' en doutais!!C'est bien le Maroc mdr!! Application complète nul!!,a peine commencé que ça met déjà une erreur est survenue! je m' en doutais!c'est bien le maroc mdr! application complète nul!,negative,0,Attijari Mobile,2
Tres fible et service mauvais besion de mise a jour merci,tres fible et service mauvais besion de mise a jour merci,negative,0,My inwi,1
c'est une application vraiment fiable et sécurisée (j'ai fait plusieurs achats dessus et n'ai jamais été déçu),c'est une application vraiment fiable et sécurisée j'ai fait plusieurs achats dessus et n'ai jamais été déçu,positive,2,Jumia,5
je pense que le fait de proposer ton montant est vraiment une innovation.,je pense que le fait de proposer ton montant est vraiment une innovation.,positive,2,inDriver,5
Vous ne traitez pas le cas des colis qui ne sont pas conformes à ceux commandés même si vous le dites. Je déplore et je ne recommande pas,vous ne traitez pas le cas des colis qui ne sont pas conformes à ceux commandés même si vous le dites. je déplore et je ne recommande pas,negative,0,Jumia,1
peu du choix dans les restos,peu du choix dans les restos,neutral,1,Glovo,3
"Malheureusement que la livraison est invalide pour les villes dont y'a pas Marjane, par exemple TIZNIT","malheureusement que la livraison est invalide pour les villes dont y'a pas marjane, par exemple tiznit",negative,0,Marjane,1
"Jusqu’ici, rien à signaler : service impeccable et très professionnel.","jusqu ici, rien à signaler service impeccable et très professionnel.",positive,2,inDriver,5
Le service est passable.durant 20 jours a l'étranger j'ai réussi à payer par carte que 3 fois et tout le temps ça marche pas. je suis très déçu 😞,le service est passable.durant jours a l'étranger j'ai réussi à payer par carte que fois et tout le temps ça marche pas. je suis très déçu,negative,0,CIH Mobile,1
un peu bon,un peu bon,negative,0,Jumia,2
très belle expérience,très belle expérience,positive,2,Jumia,4
très professionnel et pointilleux.,très professionnel et pointilleux.,positive,2,inDriver,5
C'est le top l'utilisation trés facile les achats avec detail vraiment c'est le top. Bonne contuniation bravo,c'est le top l'utilisation trés facile les achats avec detail vraiment c'est le top. bonne contuniation bravo,positive,2,Marjane,5
Je suis très satisfait de Jumia,je suis très satisfait de jumia,positive,2,Jumia,5
Quel intérêt puisque y a pas paiement Nfc sans contact !!!!,quel intérêt puisque y a pas paiement nfc sans contact !,negative,0,Orange Money MA,1
Très Bonne Application. MERCI,très bonne application. merci,positive,2,BMCE Direct,5
lors de la vérification de la liste d achat le tri ne se fait pas par catégorie d articles...dommage ...,lors de la vérification de la liste d achat le tri ne se fait pas par catégorie d articles.dommage .,neutral,1,Marjane,3
"zone de livraison très limitée, c'est inacceptable","zone de livraison très limitée, c'est inacceptable",negative,0,Glovo,1
"Bonjour, Depuis la dernière mise à jour 5.36, je rencontre des soucis sur l'application sur mon mobile sous Android. J'arrive à m'authentifier comme d'habitude mais je ne peux rien faire dessus (ni consulter mon solde ou l'historique des opérations, ni faire de virement ou recharger ma ligne). À chaque fois, c'est le même message d'erreur qui dit : réessayer ultérieurement. J'ai appelé le service clientèle de ma banque mais sans succès. La dernière maj du 04/08 n'a pas résolu mon problème. SOS !","bonjour, depuis la dernière mise à jour ., je rencontre des soucis sur l'application sur mon mobile sous android. j'arrive à m'authentifier comme d'habitude mais je ne peux rien faire dessus ni consulter mon solde ou l'historique des opérations, ni faire de virement ou recharger ma ligne . à chaque fois, c'est le même message d'erreur qui dit réessayer ultérieurement. j'ai appelé le service clientèle de ma banque mais sans succès. la dernière maj du n'a pas résolu mon problème. sos !",negative,0,CIH Mobile,1
"L application est loin de suivre la transition digital, le pire c est la banque elle même qui date du siècle dernier , des guichets qui marche a leur guise,service clientèle obselete et personnel agence qui te donne l impression que tu est dans une mokata3a","l application est loin de suivre la transition digital, le pire c est la banque elle même qui date du siècle dernier , des guichets qui marche a leur guise,service clientèle obselete et personnel agence qui te donne l impression que tu est dans une mokata3a",negative,0,BMCE Direct,1
Paiement Redal toujours non opérationnel (pas de factures à payer) même s'il y a des factures.,paiement redal toujours non opérationnel pas de factures à payer même s'il y a des factures.,neutral,1,BMCE Direct,3
Le meilleur système digital au Maroc,le meilleur système digital au maroc,positive,2,Attijari Mobile,5
service non autorisée et po propre ..come taxi ca rien a voir,service non autorisée et po propre .come taxi ca rien a voir,negative,0,inDriver,1
"Pour plus de sécurité, veuillez permettre la possibilité de bloquer les paiements tpe et retraits aux guichets avec carte WAJDA. MERCI","pour plus de sécurité, veuillez permettre la possibilité de bloquer les paiements tpe et retraits aux guichets avec carte wajda. merci",positive,2,Attijari Mobile,4
Ahesane haga had la mise a jour merci Arrayane Dkhol l transaction w sir l mise a votre disposition kehezeha comeca ratebane lik operation a venir good luck MERCi BMCE POUR LA MISE A JOUR,ahesane haga had la mise a jour merci arrayane dkhol l transaction w sir l mise a votre disposition kehezeha comeca ratebane lik operation a venir good luck merci bmce pour la mise a jour,positive,2,BMCE Direct,5
difficile de créer un compte,difficile de créer un compte,negative,0,Jumia,2
les meilleurs pour tout vos achats,les meilleurs pour tout vos achats,positive,2,Jumia,4
bug poir chauffeur,bug poir chauffeur,negative,0,inDriver,1
très mauvaise application,très mauvaise application,negative,0,Glovo,1
Nuull j'ai pas pû d'ouvrir un compte,nuull j'ai pas pû d'ouvrir un compte,negative,0,Orange Money MA,1
excellente application jusqu'à présent,excellente application jusqu'à présent,positive,2,Attijari Mobile,5
fiable et rapide,fiable et rapide,positive,2,inDriver,5
Jumia est le meilleur,jumia est le meilleur,positive,2,Jumia,4
c trop pratique,c trop pratique,positive,2,Glovo,5
virement est long,virement est long,negative,0,CIH Mobile,2
Merci: c'est le bon coin. Bon courage,merci c'est le bon coin. bon courage,positive,2,Avito,5
des détails non intéressant,des détails non intéressant,negative,0,Avito,2
bon à conseiller à un ami.,bon à conseiller à un ami.,positive,2,inDriver,4
avito de boîte de voiture,avito de boîte de voiture,positive,2,Avito,5
un peu satisfait,un peu satisfait,neutral,1,Jumia,3
Le prix plus bas,le prix plus bas,negative,0,inDriver,1
super appli il faut juste un nombre élévé de vehicule,super appli il faut juste un nombre élévé de vehicule,positive,2,inDriver,5
faites attention! à fuire. Application bugué et service client pas à la hauteur. j'ai reçu une commande incomplete. et il ne veulent pas rembourser le reliquat.,faites attention! à fuire. application bugué et service client pas à la hauteur. j'ai reçu une commande incomplete. et il ne veulent pas rembourser le reliquat.,negative,0,Glovo,1
"je reçois la commande contrairement a autre monde .. par contre le plat est versé et mouillé par la boisson qui s'est renversé dessus immangeable et je prend le temps d'envoyer des photos, on me dit que je dois attendre 48h et a ma grande surprise après ce délais, un email en anglais pour me dire qu'après examen des photos rien ne mérite un dédommagement et merci d'être compréhensible.. non mais franchement je ne le suis pas.. je suis juste bouche bée.","je reçois la commande contrairement a autre monde . par contre le plat est versé et mouillé par la boisson qui s'est renversé dessus immangeable et je prend le temps d'envoyer des photos, on me dit que je dois attendre 48h et a ma grande surprise après ce délais, un email en anglais pour me dire qu'après examen des photos rien ne mérite un dédommagement et merci d'être compréhensible. non mais franchement je ne le suis pas. je suis juste bouche bée.",negative,0,Glovo,1
service de qualité,service de qualité,positive,2,inDriver,4
"Retard de livraison de la commande, des articles manquants","retard de livraison de la commande, des articles manquants",negative,0,Marjane,1
très facile et efficace,très facile et efficace,positive,2,My inwi,4
chauffeurs n'acceptent pas les courses. ça prend une éternité pour en trouver une. appli trop lente. nouveau design nul,chauffeurs n'acceptent pas les courses. ça prend une éternité pour en trouver une. appli trop lente. nouveau design nul,negative,0,Yassir,1
"L'application est pas mal, mais on n'a pas le suivi des retraits ou payements en temps réel, on est obligé d'attendre plus qu'une semaine pour que ça soit à jour et c vraiment inutile d'avoir l'appli si on peux pas avoir le suivi.","l'application est pas mal, mais on n'a pas le suivi des retraits ou payements en temps réel, on est obligé d'attendre plus qu'une semaine pour que ça soit à jour et c vraiment inutile d'avoir l'appli si on peux pas avoir le suivi.",negative,0,BMCE Direct,2
La première version top.cette dernière c nul.,la première version top.cette dernière c nul.,negative,0,BMCE Direct,1
"J'ai fait ma première expérience aujourd'hui même avec "" in Drive"" et j'ai été séduite. possibilité de négocier...service impeccable...",j'ai fait ma première expérience aujourd'hui même avec in drive et j'ai été séduite. possibilité de négocier.service impeccable.,positive,2,inDriver,5
Des arnaqueurs ! faites attention ils ne remboursent pas les éléments manquants. des éléments manquants reportés à deux reprise ils ne l'ont pas remboursé,des arnaqueurs ! faites attention ils ne remboursent pas les éléments manquants. des éléments manquants reportés à deux reprise ils ne l'ont pas remboursé,negative,0,Yassir,1
excellent jusqu'à plus l'infini ❤️,excellent jusqu'à plus l'infini,positive,2,Glovo,5
les tarifs de livraison sont chers,les tarifs de livraison sont chers,negative,0,Jumia,1
"Le SMS du code de confirmation, n'est pas repris automatiquement sur l'appli... Ce qui est obligatoire pour faire une opération, une fois on sort vers le gestionnaire de SMS... L'appli BMCE... Me deconnecte... Alors... Quoi faire !","le sms du code de confirmation, n'est pas repris automatiquement sur l'appli. ce qui est obligatoire pour faire une opération, une fois on sort vers le gestionnaire de sms. l'appli bmce. me deconnecte. alors. quoi faire !",negative,0,BMCE Direct,1
J ai pas trouvé Meknès au ville choisie merci de résoudre le problème et ajoutez d autres cartier,j ai pas trouvé meknès au ville choisie merci de résoudre le problème et ajoutez d autres cartier,positive,2,Avito,5
meilleur site avito,meilleur site avito,positive,2,Avito,5
impeccable et meilleure site de vente,impeccable et meilleure site de vente,positive,2,Avito,5
Intelligence applications mais ils faut maitres des videos pour chaque magasins bonne continuation merci,intelligence applications mais ils faut maitres des videos pour chaque magasins bonne continuation merci,positive,2,Marjane,5
bien mais les coûts un peu élevés encore,bien mais les coûts un peu élevés encore,positive,2,inDriver,4
rien pour le moment car a chaque fois je demande un taxi toujours en recherche,rien pour le moment car a chaque fois je demande un taxi toujours en recherche,positive,2,Yassir,5
je suis fière de l'agence jumia,je suis fière de l'agence jumia,positive,2,Jumia,5
Impeccable . J'ai testé je recommande. Livraison a temps . Livreur respectant les mesures sanitaires.,impeccable . j'ai testé je recommande. livraison a temps . livreur respectant les mesures sanitaires.,positive,2,Marjane,5
l'application est trop tard bzaff,l'application est trop tard bzaff,negative,0,CIH Mobile,1
c'est fiable et rapide,c'est fiable et rapide,neutral,1,Glovo,3
je suis satisfaite,je suis satisfaite,positive,2,CIH Mobile,5
je ne comprends pas l'intérêt de mettre un délai qui est variable. soit vous l'avez respecté soit vous ne l'avez pas respecté. c'est comme a on s'améliore. mais icilas du retard que vous remontez le délai. le délai perd tout son sens,je ne comprends pas l'intérêt de mettre un délai qui est variable. soit vous l'avez respecté soit vous ne l'avez pas respecté. c'est comme a on s'améliore. mais icilas du retard que vous remontez le délai. le délai perd tout son sens,neutral,1,Glovo,3
c'est une bonne application je suis fière,c'est une bonne application je suis fière,positive,2,Jumia,5
tres bonne application,tres bonne application,positive,2,Avito,5
trop confiance à jumia,trop confiance à jumia,positive,2,Jumia,5
"Attention à ne pas commander souvent car quand il y a un soucis et que vous avez eu des soucis avant car vous commandez souvent, on ne vous rembourse pas surtout qu'il y a souvent des erreurs surtout quand vous faites les courses. Il est preferable de passer au supermarché vous même !","attention à ne pas commander souvent car quand il y a un soucis et que vous avez eu des soucis avant car vous commandez souvent, on ne vous rembourse pas surtout qu'il y a souvent des erreurs surtout quand vous faites les courses. il est preferable de passer au supermarché vous même !",negative,0,Glovo,1
salam aleykoum je n arrive pas à me connecter de puis 15h00 heure france jusqu'à présent toujours pas message service indisponible reessayer ultérieurement je n arrive pas à voir mon compte je viens de faire un versement cette semaine je veux savoir s il y est sur mon compte c est vraiment galére je me demande quand ça va fonctionner.?,salam aleykoum je n arrive pas à me connecter de puis 15h00 heure france jusqu'à présent toujours pas message service indisponible reessayer ultérieurement je n arrive pas à voir mon compte je viens de faire un versement cette semaine je veux savoir s il y est sur mon compte c est vraiment galére je me demande quand ça va fonctionner?,neutral,1,Attijari Mobile,3
très pratique et facile à exploiter,très pratique et facile à exploiter,positive,2,Avito,4
l'application est super,l'application est super,positive,2,Jumia,5
L'application est très fiable.,l'application est très fiable.,positive,2,CIH Mobile,4
ça marche pas puisque elle demande de la mise à jour qui n'est pas trouvable.,ça marche pas puisque elle demande de la mise à jour qui n'est pas trouvable.,negative,0,BMCE Direct,1
L'application est tres lente toujour suivi d'un message d'erreur de connection,l'application est tres lente toujour suivi d'un message d'erreur de connection,negative,0,BMCE Direct,1
cette application facilite tous les opérations bancaires. merci,cette application facilite tous les opérations bancaires. merci,positive,2,Attijari Mobile,5
depuis la dernière mise a jour l'application ne s'ouvre sauf si je désactive le mode développement du téléphone par contre j'utilise le mode développement donc je ne comprend pas pourquoi je dois le désactiver pour accéder a l'application SVP veuillez fixer ce problème,depuis la dernière mise a jour l'application ne s'ouvre sauf si je désactive le mode développement du téléphone par contre j'utilise le mode développement donc je ne comprend pas pourquoi je dois le désactiver pour accéder a l'application svp veuillez fixer ce problème,negative,0,CIH Mobile,2
J'ai un problème au niveau d'application j'arrive pas effectuer des virement merci de faire le nécessaire le plutôt possible,j'ai un problème au niveau d'application j'arrive pas effectuer des virement merci de faire le nécessaire le plutôt possible,negative,0,CIH Mobile,1
"Parfait, rien à ajouter","parfait, rien à ajouter",positive,2,Glovo,5
les articles commendés sont quelques fois pas le design. vous nous livrez autre chose,les articles commendés sont quelques fois pas le design. vous nous livrez autre chose,neutral,1,Jumia,3
Bonne banque client fidel,bonne banque client fidel,positive,2,BMCE Direct,5
"Bonjour, j'arrive pas à télécharger la nouvelle mise à jour, j'ai besoin d'un service disponible à l'application , mais malheureusement la mienne est ancienne","bonjour, j'arrive pas à télécharger la nouvelle mise à jour, j'ai besoin d'un service disponible à l'application , mais malheureusement la mienne est ancienne",positive,2,Attijari Mobile,4
bon rapport qualité prix. merci,bon rapport qualité prix. merci,positive,2,Yassir,4
"Service nul, trop de retard de livraison et les livreurs refusent parfois de livrer si le numéro d'appart ou d'étage n'est pas mentionné dans l'appli, sans oublier le service client qui décroche sans résoudre les problèmes liés à tout ça. À revoir !","service nul, trop de retard de livraison et les livreurs refusent parfois de livrer si le numéro d'appart ou d'étage n'est pas mentionné dans l'appli, sans oublier le service client qui décroche sans résoudre les problèmes liés à tout ça. à revoir !",negative,0,Glovo,1
"Impossible de poster une annonce depuis une semaine, besoin d assistance","impossible de poster une annonce depuis une semaine, besoin d assistance",positive,2,Avito,5
superbe 👍🏼 toujours satisfait,superbe toujours satisfait,positive,2,Glovo,5
Je suis pas de servie dans mon quartier alors que carrefour ALMAZAR est situé à seulement 3 minutes de mon logement....,je suis pas de servie dans mon quartier alors que carrefour almazar est situé à seulement minutes de mon logement.,neutral,1,Glovo,3
Après des mois dont j'ai fais des courses et en présentant toujours ma carte de fidélité je me trouve aujourd'hui avec un solde 0 et aucun signe de fidélité je me demande bien l'efficience de cette carte de fidélité en fait y a rien,après des mois dont j'ai fais des courses et en présentant toujours ma carte de fidélité je me trouve aujourd'hui avec un solde et aucun signe de fidélité je me demande bien l'efficience de cette carte de fidélité en fait y a rien,negative,0,Marjane,1
Excellent aplication Facile à utiliser merci,excellent aplication facile à utiliser merci,positive,2,CIH Mobile,5
j'aime beaucoup les coupons de réduction,j'aime beaucoup les coupons de réduction,positive,2,Yassir,5
parfait avito de tout catégories,parfait avito de tout catégories,positive,2,Avito,5
je souhaiterais vendre ma voiture et merci avito,je souhaiterais vendre ma voiture et merci avito,positive,2,Avito,5
"nuuule ! toujours des commandes incorrectes, ou des produits manquants !! j'en ai marre de devoir reclamé apres chaque commande","nuuule ! toujours des commandes incorrectes, ou des produits manquants ! j'en ai marre de devoir reclamé apres chaque commande",negative,0,Glovo,1
Super appli. Je recommande très fortement.,super appli. je recommande très fortement.,positive,2,inDriver,4
très bonne application merci,très bonne application merci,positive,2,Attijari Mobile,5
"Commande confirmée, puis annulée sans aucune explication. Impossible de contacter le service client (messages désactivés). Manque total de professionnalisme.","commande confirmée, puis annulée sans aucune explication. impossible de contacter le service client messages désactivés . manque total de professionnalisme.",negative,0,Jumia,1
"Bravo, a l'équipe glovo","bravo, a l'équipe glovo",positive,2,Glovo,5
très efficace malgré des erreurs dans les commandes tel que la modification des produits commandé en d’autres produits bas de gamme et aucun moyen d’annulé et surtout découvert après payement et livraison . Il serait préférable de juste annulé l’article non disponible,très efficace malgré des erreurs dans les commandes tel que la modification des produits commandé en d autres produits bas de gamme et aucun moyen d annulé et surtout découvert après payement et livraison . il serait préférable de juste annulé l article non disponible,positive,2,Marjane,5
excellente application je recommande,excellente application je recommande,positive,2,Glovo,5
Le prix sur internet est très élevé. ، et *6✌️,le prix sur internet est très élevé. et,negative,0,Orange Money MA,1
rien à dire bravo 👏,rien à dire bravo,positive,2,Attijari Mobile,5
c'est très bien service,c'est très bien service,positive,2,CIH Mobile,5
je veus deviner livreur comment je fais,je veus deviner livreur comment je fais,positive,2,Glovo,5
"movais expérience, application très Fiable et aucune mise à jour .....","movais expérience, application très fiable et aucune mise à jour .",negative,0,My inwi,1
Très bien et utile bravo,très bien et utile bravo,positive,2,Marjane,5
c variable ça dépend du chauffeur c à dire de la personne elle même son comportement,c variable ça dépend du chauffeur c à dire de la personne elle même son comportement,positive,2,Yassir,5
une application génial et très satisfaite mais avec trop de confirmation,une application génial et très satisfaite mais avec trop de confirmation,positive,2,Jumia,4
On ne peut pas payer les factures de maroc telecom,on ne peut pas payer les factures de maroc telecom,neutral,1,BMCE Direct,3
mauvaise application nulle,mauvaise application nulle,negative,0,Glovo,1
le transport est trop cher,le transport est trop cher,negative,0,Jumia,2
Application qui vole ses clients tout simplement. j'ai été débité pour une commande que je n'ai jamais reçu au motif que JE N'ETAIS PAS PRÉSENT POUR RETIRER MA COMMANDE. je n'ai pas du tout été contacté. Le livreur a du se régaler,application qui vole ses clients tout simplement. j'ai été débité pour une commande que je n'ai jamais reçu au motif que je n'etais pas présent pour retirer ma commande. je n'ai pas du tout été contacté. le livreur a du se régaler,negative,0,Glovo,1
"Cette mise à jour est juste nulle, on me demande de m identifier , on me demande d installer et puis plus rien.... et rebelote, est ce que vous voulez nous encourager à faire des courses, awla vous nous faites fuir","cette mise à jour est juste nulle, on me demande de m identifier , on me demande d installer et puis plus rien. et rebelote, est ce que vous voulez nous encourager à faire des courses, awla vous nous faites fuir",negative,0,Marjane,1
Yassir félicitations .,yassir félicitations .,neutral,1,Yassir,3
j'ai passé une commande qui a pris plus d' une heure et demie chez burger king qui est à 3 km de moi 🤦🏻🙆 a la fin je l'ai annulé car j'ai découvert que sa prendra une autre demi heure 😂🫠🙆🤦,j'ai passé une commande qui a pris plus d' une heure et demie chez burger king qui est à km de moi a la fin je l'ai annulé car j'ai découvert que sa prendra une autre demi heure,negative,0,Yassir,1
lenteurs et bug à répétition,lenteurs et bug à répétition,neutral,1,Marjane,3
cet Application est bon mais faut revoir la Qualité de certains articles merci beaucoup,cet application est bon mais faut revoir la qualité de certains articles merci beaucoup,positive,2,Jumia,5
Merci vous meilleur boutique encore vraiment merci à vous,merci vous meilleur boutique encore vraiment merci à vous,positive,2,Jumia,5
Tu ne veux pas m'ouvrir. J'ai un problème avec cette application. Pourquoi ne m'ouvres-tu pas ?,tu ne veux pas m'ouvrir. j'ai un problème avec cette application. pourquoi ne m'ouvres-tu pas ?,positive,2,Attijari Mobile,4
Que du bien,que du bien,positive,2,Jumia,5
super rapide et respect l'heure de livraison,super rapide et respect l'heure de livraison,positive,2,Glovo,5
Depuis quelques jours il y a un soucis dans l'affichage de l'historique des appels dans l'application.,depuis quelques jours il y a un soucis dans l'affichage de l'historique des appels dans l'application.,positive,2,My inwi,5
Pas pratique et aussi les opérations ne sont détaillées et il y a de retard du mise à jour quotidiennes.,pas pratique et aussi les opérations ne sont détaillées et il y a de retard du mise à jour quotidiennes.,negative,0,BMCE Direct,1
ne fonctionne pas la mis à jour svp,ne fonctionne pas la mis à jour svp,positive,2,Orange Money MA,5
Nous sommes ensemble,nous sommes ensemble,positive,2,Avito,5
l'application fonctionne très bien je l'utilise pour mes paiements de factures facilement,l'application fonctionne très bien je l'utilise pour mes paiements de factures facilement,positive,2,Orange Money MA,5
"il ne livrent pas a domicile mais dehors, obligé de sortir de chez moi pour chercher la commande je deconseille","il ne livrent pas a domicile mais dehors, obligé de sortir de chez moi pour chercher la commande je deconseille",negative,0,Glovo,2
rien j'attends juste mon produit pour l'utiliser,rien j'attends juste mon produit pour l'utiliser,negative,0,Jumia,2
Le meilleur truk que attijari à fais bravo,le meilleur truk que attijari à fais bravo,positive,2,Attijari Mobile,5
un application très facile,un application très facile,positive,2,Jumia,5
Je n'ai plus l'option payer à la livraison. vraiment ça me dérange sinon le service est bon,je n'ai plus l'option payer à la livraison. vraiment ça me dérange sinon le service est bon,negative,0,Jumia,2
dommage jumia n'est plus en Algérie !! pourquoi ???,dommage jumia n'est plus en algérie ! pourquoi ?,positive,2,Jumia,5
je connaissais pas mais maintenant c'est votre application que j'utilise 💕😝,je connaissais pas mais maintenant c'est votre application que j'utilise,positive,2,inDriver,5
pourquoi je dois booster !?? payer de plus 50da ou plus je trouve ça de l'arnaque 👎 c'est pas du tout utile 🤔,pourquoi je dois booster ? payer de plus 50da ou plus je trouve ça de l'arnaque c'est pas du tout utile,negative,0,Yassir,1
"pire application de livraison. pire service client. l’app bug, le livreur vient jamais récupérer la commande. j'attends 2h. on refuse de me rembourser. go uber eat.","pire application de livraison. pire service client. l app bug, le livreur vient jamais récupérer la commande. j'attends 2h. on refuse de me rembourser. go uber eat.",negative,0,Glovo,1
génial merci beaucoup..,génial merci beaucoup.,positive,2,My inwi,5
application très utile,application très utile,positive,2,My inwi,4
c'est de l'arnaque vous fait ! 0't faire une demande de retou d'un article commander qui ne fonctionne même pas vous rejeté notres demande pour quelle raison,c'est de l'arnaque vous fait ! 't faire une demande de retou d'un article commander qui ne fonctionne même pas vous rejeté notres demande pour quelle raison,positive,2,Jumia,5
merci pour le service,merci pour le service,positive,2,My inwi,4
"Nul...impossible de s identifier,j ai essayé pas mal de fois .","nul.impossible de s identifier,j ai essayé pas mal de fois .",negative,0,Marjane,1
impossible de mettre attijari sécure en service.,impossible de mettre attijari sécure en service.,positive,2,Attijari Mobile,4
Driver pro. nous étions en sécurité.,driver pro. nous étions en sécurité.,positive,2,inDriver,5
"un bon mec, rapide","un bon mec, rapide",positive,2,Glovo,5
commandes avec des produits manquants,commandes avec des produits manquants,negative,0,Glovo,1
j'ai aimé le trajet,j'ai aimé le trajet,positive,2,inDriver,5
Très bonne application et utilisation facile,très bonne application et utilisation facile,positive,2,CIH Mobile,5
excellent très délicieux,excellent très délicieux,positive,2,Glovo,5
"les services sont parfaits mais dernièrement j'ai oublié mon mot de passe mais pour modifier le mot de passe ,j'attends toujours le sms","les services sont parfaits mais dernièrement j'ai oublié mon mot de passe mais pour modifier le mot de passe ,j'attends toujours le sms",positive,2,Attijari Mobile,4
rapidité et efficacité merci,rapidité et efficacité merci,positive,2,Yassir,5
