application,categorie,note,sentiment,avis,date_avis,likes
My inwi,Télécom,1,negative,Je trouve des difficultés pour accéder à l'application.,2025-02-17 10:46:04,0
My inwi,Télécom,1,negative,Toujour le meme prblm 😡 lapplication marche pas,2025-02-15 21:45:37,0
My inwi,Télécom,1,negative,👎👎,2025-02-12 17:00:12,0
My inwi,Télécom,1,negative,تطبيق غبي بكل ما تحمل الكلمة من معنى أخطاء دائما على مدار الأسبوع,2025-02-12 08:59:07,0
My inwi,Télécom,1,negative,التطبيق يرفض تسجيل رقم الهاتف باسمي وياكد وجود خلل في التطبيق يمنعني من تسجيل الرقم,2025-02-11 21:09:15,0
My inwi,Télécom,1,negative,Communiquer et s'informer sont devenus monnaie courante .personne ne peut s 'ont passer.AINSI LE FACTEUR TEMPS QUE VOUS EXIGEZ POUR TELECHARGER LA CARTE SIM N'EST PLUS VALABLE .,2025-02-11 01:35:04,0
My inwi,Télécom,1,negative,Nulle je ne reçois pas le code de confirmation sur sms lorsque je crée mon compte,2025-02-01 17:20:11,0
My inwi,Télécom,1,negative,Service technique nulll مشكل بسيط خاصك تسنا اسبوع و باقي ما كاينش حل,2025-01-31 21:03:21,0
My inwi,Télécom,1,negative,"J'ai essayé plusieurs fois de m'inscrire, mais il indique qu'il y a une erreur.",2025-01-27 05:45:16,0
My inwi,Télécom,1,negative,فين هية ابليكاسيو رنة الاستقبال ؟! الخدمة من التطبيق سمعني افضل بكتير نتمنا ترجعوها واخا عارفين ادارة انوي اخير حاجة كتفكر فيه هوة خدمة الزبناء ديالها,2025-01-26 23:13:29,0
My inwi,Télécom,1,negative,لقد قمت بتسجيل رقمي بإسمي؛ومع ذلك ما زلت أتلقى منكم رسائل بهذا الشأن؛تطلبون مني أن أسجل رقمي إن كنت لا أرغب في حظره..خير ان شاء الله هل يجب علي تسجيل رقمي بإسمي كل يوم ام ماذا..؟؟صراحة شي مستفز.,2025-01-26 22:41:28,0
My inwi,Télécom,1,negative,التطبيق لا يشتغل اغلب الوقت,2025-01-22 14:33:45,0
My inwi,Télécom,1,negative,Not working,2025-01-22 10:04:11,0
My inwi,Télécom,1,negative,كنبغي نتسجل تكنوصل لطاب الأخيرة و كيقولو ليا يرجي المحاولة اش هاد العبت,2025-01-21 21:04:43,0
My inwi,Télécom,1,negative,Ça beug Trop Je peux pas savoir mon solde J ai 3 numéros sur l'application des fois j ai le même solde sur les 3!!!!!,2025-01-20 20:44:30,0
My inwi,Télécom,1,negative,Application nulle impossible de l ouvrir à chaque fois message erreur et bug,2025-01-18 12:16:11,1
My inwi,Télécom,1,negative,Apk tjrs problème de connexion...desintaller,2025-01-11 21:01:16,0
My inwi,Télécom,1,negative,تطبيق فاشل 👎👎👎,2025-01-10 15:27:03,0
My inwi,Télécom,1,negative,"Très mauvaise application, veuillez améliorer la qualité de l'application",2025-01-09 18:31:13,1
My inwi,Télécom,1,negative,Impossible d'ouvrir l'appli !,2025-01-08 18:12:58,0
My inwi,Télécom,1,negative,"Ne fonctionne pas. Message d'erreur ''generic_exception"" app_w_0303",2025-01-08 14:00:36,0
My inwi,Télécom,1,negative,تحديت فاشل أصبح عدد النقاط لا يكفي مكالمة أو رصيد أنترنيت نريد العودة للقديم,2025-01-08 13:21:17,0
My inwi,Télécom,1,negative,تغيير الفورفيات من التطبيق لم يعد متاح يقولون خطأ أثناء العملية,2025-01-07 22:57:33,0
My inwi,Télécom,1,negative,"j'ai deux numéros Marocain parce que je viens toujours en vacances au Maroc, j'ai soit inwi que Maroc Télécom,votre application inwi comme le site internet sont vraiment nuls, ça fait deux ans que je suis client chez vous et depuis pour me connecter soit sur l'application soit sur votre site il y a toujours des soucis, après avoir mis numéro de GSM et password sort presque toujours le message ( un erreurs et survenue, vérifier vos données de connexion) Maroc Télécom et beaucoup mieux que inwi",2025-01-07 22:53:48,0
My inwi,Télécom,1,negative,Je ne trouve pas de 0. Cette app ne marche pas,2025-01-07 21:00:26,0
My inwi,Télécom,1,negative,Les facteurs ne sont pas afficher depuis le mois 11 .une réclamation a été clôturé par le service technique sans résoudre le problème,2025-01-07 18:54:39,1
My inwi,Télécom,1,negative,Vous appelez ça une application ... Contradictoire et rien à voir avec l informatique . Nulle puissance 1000 . Je desinstalle,2025-01-06 21:21:18,2
My inwi,Télécom,1,negative,اتمنى ان تقومزا بتغيير طريقة الدفع الخاصة بالفورفي لنتمكن من الدفع عن طريق شحن الرصيد. و شكرا,2025-01-04 19:29:23,0
My inwi,Télécom,1,negative,Je n'ai pas pu recevoir le code d'activation de mon numero,2025-01-02 12:22:33,0
My inwi,Télécom,1,negative,تحديت فاشل جدا لقد ازلتم عدة امتيازات مثل نقاط وفاء ولم يعد في امكانينا إرسال هدية لأصدقاء,2025-01-01 21:57:41,0
My inwi,Télécom,1,negative,ريزو ميت,2025-01-01 17:36:49,0
My inwi,Télécom,1,negative,"La nouvelle mise à jour vous empêche d'envoyer des cadeaux à un de vos amis qui n'est pas sincère. J'espère que cette fonctionnalité sera rétablie, merci.",2025-01-01 13:34:07,0
My inwi,Télécom,1,negative,"Pas possible de payé la facture de plui l'étranger. Carte bancaire pas acceptée,erreur(99)",2025-01-01 07:28:49,0
My inwi,Télécom,1,negative,اسوء تطبيق كل يوم تحديث,2025-01-01 00:07:43,0
My inwi,Télécom,1,negative,satisfait du fonctionnement,2024-12-30 09:57:27,0
My inwi,Télécom,1,negative,أسوء تطبيق في العالم👎👎,2024-12-29 16:22:44,1
My inwi,Télécom,1,negative,ATTENTION ARNAQUE : vous êtes devenu des escorts et non pas opérateur téléphonique. j'ai payé 500 dh pour m'informer que ma ligne fix a été résilié ( portabilité Maroc Télécom vers Inwi) aujourd'hui je reçois un SMS sur ma ligne mobile que m'informant d'un contentieux concernant ma ligne mobile ( portabilité oranger vers Inwi) ATTENTION INWI ARNAQUE LES CLIENTS,2024-12-29 13:33:02,0
My inwi,Télécom,1,negative,Mauvaise app ne fonctionne pas Y'a toujours des erreurs,2024-12-28 19:05:02,0
My inwi,Télécom,1,negative,سلام هد تطبيق ديالكوم تقيل بزاف فوقما كندخلو تقيل كيتبلوكا حولو تصلحو لموشكيل,2024-12-28 13:51:26,0
My inwi,Télécom,1,negative,Bonjour Malgré que je suis adhérent FOS AGRI et que j'ai effectué ma demande de changement forfait .les services concernés n'ont pas encore répondu.,2024-12-28 03:20:31,2
My inwi,Télécom,1,negative,التحديث الجديد سيء 😒,2024-12-27 11:25:29,0
My inwi,Télécom,1,negative,تطبيق محدود لايرقى إلى المطلوب وعروضكم محدودة لا تناسب السوق ولا المطلوب,2024-12-26 18:37:26,1
My inwi,Télécom,1,negative,Rien ne marche avec cette application difficile à se connecter,2024-12-26 12:48:38,0
My inwi,Télécom,1,negative,"Pourquoi limiter le nombre du caractères du mot de passe à 20 sur l'application ? Je ne peux pas me connecter à mon compte sur Android, mais possible sur PC et iPhone. Merci de régler ce soucis rapidement car cela n'a aucun sens étant donné que lors de la création du mot de passe nous ne sommes pas limités à 20 caractères. 1 étoile tant que ceci n'est pas réglé... de plus lors de l'utilisation sans compte (numéro uniquement), l'application vous déconnecte après 3 secondes.",2024-12-25 15:43:09,21
My inwi,Télécom,1,negative,Inwi mauvaise affaire vraiment,2024-12-22 13:47:40,0
My inwi,Télécom,1,negative,الشفارا شرقولي 250 درهم و 60 درهم,2024-12-20 17:17:38,0
My inwi,Télécom,1,negative,Bonjour Je ne sais plus me connecter depuis la Belgique.,2024-12-19 07:02:42,0
My inwi,Télécom,1,negative,"Application se bloque souvent, impossible de joindre le service client",2024-12-18 18:51:30,0
My inwi,Télécom,1,negative,Un réseau représentatif du marché du vendredi,2024-12-18 18:05:38,0
My inwi,Télécom,1,negative,4G inwi ديال شفارة معمرني مزال نعاود نخدم sim ديال inwi,2024-12-17 22:49:34,0
My inwi,Télécom,1,negative,ça marche pas depuis l'étranger ! c honteux,2024-12-16 19:39:52,3
My inwi,Télécom,1,negative,"Mauvais service, mauvaise expérience",2024-12-14 15:33:11,0
My inwi,Télécom,1,negative,تطبيق مصالح لوالو,2024-12-11 12:40:23,0
My inwi,Télécom,1,negative,👑💯,2024-12-09 12:14:14,0
My inwi,Télécom,1,negative,Une entreprise expirée🤷🤷,2024-12-08 17:16:25,0
My inwi,Télécom,1,negative,toujours en panne,2024-12-03 16:07:05,0
My inwi,Télécom,1,negative,"Impossible de s'enregistrer dans espace MyInwi, je ne reçois pas le code de confirmation par SMS malgré plusieurs essaies ...",2024-11-30 19:23:21,3
My inwi,Télécom,1,negative,Bug dans la dernière version. Erreur app_w_303 C'est quoi cette mise à jour ? Impossible de démarrer l'App.,2024-11-23 12:09:27,1
My inwi,Télécom,1,negative,slm cv 3lik,2024-11-20 22:21:07,0
My inwi,Télécom,1,negative,Bizarrement un programme de fidélité qui offre du solde inwi vers inwi même si c'est deja en illimité ...arrêter de prendre les gens pour des cons !,2024-11-20 08:21:22,0
My inwi,Télécom,1,negative,Nul ! Nul ! Nul ! Que des beugs malgré la récente Maj. C est inquietant qu'une appli (outil essentiel) fonctionne très mal de la part de 3eme opérateur !,2024-11-18 10:26:18,2
My inwi,Télécom,1,negative,C'est normal de voler mon solde valable jusqu'en mars 2025 ???? BIZARRE NON !!!!!!,2024-11-12 23:53:10,0
My inwi,Télécom,1,negative,"L'application est ok. Mais l'abonnement Idar est nul, inutilisable, une véritable arnaque, je ne recommande a personne, 200 dhs par mois pour un debit catastrophique de moins de 1 mega. Ne choisissez surtout pas l'abonnement Idar!",2024-11-10 19:27:54,7
My inwi,Télécom,1,negative,الإتصال سيئ جدا,2024-11-09 12:03:16,0
My inwi,Télécom,1,negative,Inwi niveau 00000,2024-11-06 14:20:22,0
My inwi,Télécom,1,negative,mrc inwi,2024-11-06 10:30:43,0
My inwi,Télécom,1,negative,توب,2024-11-02 11:51:07,0
My inwi,Télécom,1,negative,"Je ne comprend pas ce gâchis d'argent à faire des applications ne fonctionnant qu'à moitié... J'installe l'application pour enregistrer ma ligne mobile, mais au bout du process elle m'indique qu'il y a une erreur, sans préciser de quoi il s'agit ni quoi faire, juste un pauvre bouton ""je comprends""... Ça serait bien d'améliorer la qualité des services proposés.",2024-10-28 15:14:57,10
My inwi,Télécom,1,negative,كانت أحسن وبدأت ترجع كبير وتسلط في العقد وقطع المكالمات الصادرة والواردة معا. لم تعد شبكتي المفضلة.,2024-10-24 11:49:45,0
My inwi,Télécom,1,negative,Salut comment consulter mon solde c est vraiment très compliqué entrée le code mot passe c trop mon numéro ça suffit comme les autres opérateurs merci,2024-10-23 22:53:20,0
My inwi,Télécom,1,negative,لا يمكنني توتيق بطلقتي,2024-10-21 13:04:05,0
My inwi,Télécom,1,negative,المرجو تفعيل الانترنت بسرعة تفو,2024-10-20 19:49:12,0
My inwi,Télécom,1,negative,👎,2024-10-19 22:14:21,0
My inwi,Télécom,1,negative,Impossible de voir mes dernières factures,2024-10-18 13:05:01,0
My inwi,Télécom,1,negative,يلزمكك تطوير المزيد من مهارات التواصل مع الزبناء,2024-10-10 12:17:50,0
My inwi,Télécom,1,negative,"Vous êtes les pires voleurs! Je recharge ma ligne pour bénéficier de la promox25, j'envoie des sms d'une valeur de 10,80 dhs chacun, je reçois après un message de la part d'Inwi me disant qu'il me reste 4dhs sur mon solde initial, et hop !! Le solde disparaît sans aucune explication. Quant au service client, impossible d'avoir gain de cause. Bref! Inwi est un opérateur non fiable qui vole le solde qui vous reste et vous sort des balivernes pour vous envoyer balader, Honte à vous يا شفارة!",2024-10-08 14:48:43,24
My inwi,Télécom,1,negative,"Suite à un incident au point de mutualisation fibre d'Inwi, j'ai perdu internet pendant 48h. J'ai contacté le service client, qui, à ma connaissance, est censé trouver des solutions pour les clients.Or, on m'a simplement dit d'attendre 24h de + pour recevoir un modem provisoire, le temps que le problème de la fibre soit résolu. Je ne vois aucune initiative de fidélisation de leur part,C'est inacceptable ! Nous payons pour un service de qualité et j'attends un service client attentif bref 0/10 🤮",2024-10-03 20:58:24,7
My inwi,Télécom,1,negative,شركة خبيثة لا تلتزم بمصداقية مع السرقة وتغيير العقود المهم لا أنصح أي واحد يشترك مع الحقيرة إينوي الرعوانية,2024-10-03 18:30:42,1
My inwi,Télécom,1,negative,Miytin,2024-10-02 21:25:36,0
My inwi,Télécom,1,negative,I hate se peaple gev that app 5 star gev us a god conexion or go to other contrey,2024-10-02 17:46:47,0
My inwi,Télécom,1,negative,Where my points ??,2024-10-02 12:41:10,0
My inwi,Télécom,1,negative,اسوأ برنامج عندي فالهاتف.اصحو من فضلكم,2024-10-02 12:12:41,1
My inwi,Télécom,1,negative,Nul 🤮🤢🤢🤢🤢🤢,2024-10-01 22:51:21,0
My inwi,Télécom,1,negative,"J ai galéré pour enregistrer ma ligne sue cette application, il se bloque toujours!! (Une erreur est survenue) et je c est pas pourquoi je doit faire ça sachant que ma sim est a moi depuis la création de inwi!!! Je c est bien que vous avez deux systèmes d'information et vous avez des problème sur les tables de BDD qui a créé se problème gênant pour nous les clients ! C est dommage !!",2024-09-26 21:40:02,5
My inwi,Télécom,1,negative,"A5yab wifi fl3alam,, wedert m3ahom lfiber optique ms olah ila ndemt 12Mo dia IAM 7ssan mn 50 Mo dial inwi",2024-09-26 00:57:08,0
My inwi,Télécom,1,negative,bien,2024-09-24 15:08:34,0
My inwi,Télécom,1,negative,شفارة. كنتسنى التسوية عامين هادي والو. (Remboursement) .,2024-09-23 07:05:42,0
My inwi,Télécom,1,negative,Désastreuse application qui ne fonctionnent pas 😂. Le plus drôle c'est qu'elle dit qu'il y a une erreur et qu'elle s'en excuse...,2024-09-19 16:29:23,0
My inwi,Télécom,1,negative,une trés trés mauvaise application j ne recommand pas,2024-09-18 23:30:34,0
My inwi,Télécom,1,negative,"Bonjour je conte utiliser cette aplication pour la fac et je ne peux pas me connecter sur ma ligne a cause du message ""une erreure c est produite"" veuiller reparer cette erreure ou reponder a mon commentaire merci",2024-09-14 18:48:19,1
My inwi,Télécom,1,negative,🤩🤩🤩,2024-09-14 14:35:28,0
My inwi,Télécom,1,negative,تطبيق فاشل بمعنى الكلمة 😡😡😡😡😡😡,2024-09-12 21:43:39,0
My inwi,Télécom,1,negative,انترنت صعيف,2024-09-11 22:46:13,0
My inwi,Télécom,1,negative,زائف,2024-09-11 20:56:59,0
My inwi,Télécom,1,negative,J'aime pas t'en service clients,2024-09-10 15:44:45,0
My inwi,Télécom,1,negative,Mauvais service mauvais entreprise surtout l'Internet mauvais tendem 3ela nehar li te3melti me3hom fihe aucune étoile 0 sur 5 ou lekdoub service après vente Hana jayine ma kanfoutouche 72 sa3a simana bâche reclamite ou majaweche 3nedi kedaba nesaba ki nesbo 3ela nase chefara be3iniha,2024-09-10 00:15:40,0
My inwi,Télécom,1,negative,❤️,2024-09-09 16:41:55,0
My inwi,Télécom,1,negative,réseau est faible 😡😡😡,2024-09-04 23:19:47,0
My inwi,Télécom,1,negative,تطبيق فاشل,2024-09-04 21:37:26,0
My inwi,Télécom,1,negative,Tres fible et service mauvais besion de mise a jour merci,2024-09-04 16:46:21,0
My inwi,Télécom,1,negative,bon courage,2024-09-04 11:12:55,0
My inwi,Télécom,1,negative,"Honnêtement, cette application a beaucoup de problèmes. À plusieurs reprises, j'essaie d'ouvrir l'application, mais un message d'erreur apparaît. Une fois, j'ai temporairement désactivé la ligne via l'application, et depuis ce jour-là, je n'ai pas pu la réactiver. Chaque fois que j'appelle un numéro, on me dit que la ligne est suspendue. 📱🚫",2024-09-03 16:34:13,12
My inwi,Télécom,1,negative,"Application très très mal et qui marche pas bien pour beaucoup de ses fonctionnalités, car j'arrive pas à créer mon compte ou à l'accéder et quand je clique sur "" mot de passe oublié"" et on me donne les champs pour créer un nouveau mot de passe, ça toujours me donne erreur malgré que j'ai reinstallé l'application plusieurs fois et aussi quand je veux recharger ma carta le panier ne s'ouvre pas!! Vraiment une très mauvaise applicatio",2024-09-02 20:09:30,21
My inwi,Télécom,1,negative,هاد الابليكاسيون ديما فيها شي مشكيل,2024-09-01 15:59:30,0
My inwi,Télécom,1,negative,Mauvaise affaire,2024-08-30 23:19:25,0
My inwi,Télécom,1,negative,سيئ,2024-08-28 11:58:18,0
My inwi,Télécom,1,negative,J'ai regretté d'avoir fait un abonnement chez vous je veux payer ma facture ni l'application fonctionne ni le Site Depuis que j'ai souscrit je veux accéder a mon compte pour le géré l'app n'a jamais fonctionné,2024-08-27 15:51:03,2
My inwi,Télécom,1,negative,Faire un abonnement avec inwi C'est une très très mauvaise expérience ! Ils m'ont pris presque 8 heures d'appel ! Et quand j'appelle le service assistance Pour réclamer. Que des mensonges !! Ils prennent des gens pour des cons tout simplement !,2024-08-17 19:13:18,2
My inwi,Télécom,1,negative,راه عندكم مشكل في التطبيق تعبئة 5دراهم متتبغيش دوز خاص 10 دراهم لفوق.,2024-08-08 12:08:16,0
My inwi,Télécom,1,negative,"هخم,٦٦٦٦٧٦٦٦,٧٦,٧,٣",2024-08-07 19:50:52,0
My inwi,Télécom,1,negative,رائع,2024-08-07 17:40:04,0
My inwi,Télécom,1,negative,Ca marche pas.,2024-08-06 19:08:41,0
My inwi,Télécom,1,negative,You have to do maintenance. The Internet has suddenly become weak,2024-08-05 13:53:56,0
My inwi,Télécom,1,negative,L'application ne réponds pas ou ne marche pas,2024-08-02 13:34:39,0
My inwi,Télécom,1,negative,تطبيق سيء جدا,2024-08-01 17:20:13,0
My inwi,Télécom,1,negative,Gghef,2024-07-31 13:24:50,0
My inwi,Télécom,1,negative,L application m affiche tjr que le mot de passe est incorrecte,2024-07-30 14:21:23,0
My inwi,Télécom,1,negative,Problème d'activé mon compte,2024-07-29 22:24:39,0
My inwi,Télécom,1,negative,Elle ne fonctionne pas sur mon pixel 7,2024-07-29 19:48:45,0
My inwi,Télécom,1,negative,nul,2024-07-24 18:42:20,0
My inwi,Télécom,1,negative,حشومة شركة كبيرة فحال انوي ، وعندها تطبيق فحال هذا,2024-07-23 12:06:01,0
My inwi,Télécom,1,negative,"Impossible de faire quoi que ce soit avec l'application. j'arrive pas à accéder à mon compte, à chaque fois c'est erreur veuillez réessayer plutard 😠. Enregistrement même de ligne c'est impossible, je scanne mes documents mais jamais il les accepte",2024-07-18 15:45:36,2
My inwi,Télécom,1,negative,هدايا هزيلة,2024-07-18 11:46:53,0
My inwi,Télécom,1,negative,التطبيق لا يعمل سؤالي واضح . خدمة تسبيق الرصيد لا تعمل .مسابقة لا تعمل,2024-07-15 12:01:16,1
My inwi,Télécom,1,negative,"Objet: Réclamation extension à tord ou abusive d'abonnement N.17447310 Bonjour, J'ai le regret de réclamer une extension à tord ou abusive et à mon insu de mon abonnement GSM de 99dh a 199dh à partir du mois 04.2024 opéré par Inwi. Je vous invite à restaurer d'urgence mon initial abonnement de 99dh et annuler la facture émise du mois 06 2004 de 199dh et la remplacer par celle de 99dh. Je viens de recevoir un message de suspension de ma ligne si je ne paye pas la facture...",2024-07-14 21:17:50,0
My inwi,Télécom,1,negative,Ne fonctionne plus ça fait longtemps,2024-07-12 18:14:44,0
My inwi,Télécom,1,negative,L'application ne fonctionne pas,2024-07-12 13:21:14,0
My inwi,Télécom,1,negative,لايعمل التطبيق بشكل جيد,2024-07-12 10:01:32,0
My inwi,Télécom,1,negative,حذف من سامسونغ a50,2024-07-12 00:09:38,0
My inwi,Télécom,1,negative,À amiliore.. Lente app.. Problème capatcha à la recharge..,2024-07-10 22:50:15,1
My inwi,Télécom,1,negative,"Service assistance ne sert vraiment à rien, on arrive à contacter ni via le chat ni via WhatsApp. Alors le débit n'en parlons pas.",2024-07-10 15:48:28,2
My inwi,Télécom,1,negative,Zero,2024-07-09 17:44:57,0
My inwi,Télécom,1,negative,voleurs,2024-07-08 13:32:18,0
My inwi,Télécom,1,negative,"Application lente, impossible d'enregistrer une ligne, chargements longs, y'a rien qui va, faut tout recommencer la.",2024-07-05 13:05:23,3
My inwi,Télécom,1,negative,"Je suis déçu avec cette application de merd , service informatique est incapable de gérer une application comme celle d orange",2024-07-05 12:56:34,2
My inwi,Télécom,1,negative,افضل تطبيق,2024-07-03 11:24:52,0
My inwi,Télécom,1,negative,لا انصح الناس بهذه الشركة ففيها نصب,2024-07-03 10:24:08,0
My inwi,Télécom,1,negative,"Je suis très triste de prendre la société inwi.. tout va très mal, la couverture est très lente.. ils prennent les gigas avec une offre mensongère.. leur candidature parfois je ne peux pas entrer.. tout va très mal...je ne vais pas donner d'étoiles",2024-07-01 01:28:48,4
My inwi,Télécom,1,negative,Je le remplis et ça ne compte pas de points,2024-06-29 14:34:51,0
My inwi,Télécom,1,negative,Ça marche pas,2024-06-28 22:19:39,0
My inwi,Télécom,1,negative,Fible,2024-06-27 17:09:14,0
My inwi,Télécom,1,negative,"Désolé application ne marche pas après un mois, elle ne peux pas ouvrir c'est tous le service Inwi mauvais service 0 étoiles",2024-06-26 17:15:44,2
My inwi,Télécom,1,negative,Mkhdamx,2024-06-25 09:28:06,0
My inwi,Télécom,1,negative,"Après dernière mis à jour effectué ce jour le 25 juin 2024, je n'arrive plus à ouvrir myinwi, message d' erreur app_w_3030. N'arrive plus à gérer mes comptes Inwi toujours des problèmes.",2024-06-25 03:11:22,2
My inwi,Télécom,1,negative,message d'erreur à l'installation...généric...,2024-06-24 23:16:37,0
My inwi,Télécom,1,negative,Excellent,2024-06-23 00:52:28,0
My inwi,Télécom,1,negative,أنتم كاذبون و الله لقد إشترك ولم يصلني أي شيأ,2024-06-15 20:45:50,0
My inwi,Télécom,1,negative,true application,2024-06-14 13:03:47,0
My inwi,Télécom,1,negative,du mensonge,2024-06-12 20:29:57,0
My inwi,Télécom,1,negative,Très nul app 👎,2024-06-11 20:32:25,0
My inwi,Télécom,1,negative,تطبيق دون المستوى,2024-06-09 14:55:22,0
My inwi,Télécom,1,negative,"Je n'arrive pas à enregistrer ma ligne. J'ai essayé de scanner tout les documents que j'ai (carte de séjour, passeport) mais l'application ne fonctionne pas à ce niveau",2024-06-07 16:21:44,4
My inwi,Télécom,1,negative,طتبيق فاشل,2024-06-05 01:42:04,0
My inwi,Télécom,1,negative,Personne ne répond Personne ne te satisfais malgré la réponse Pas de recharge au niveau de boutique 1,2024-05-31 12:17:48,0
My inwi,Télécom,1,negative,"impossible d'activer le Roaming depuis l'app 😏 Message d'erreur : "" Desolé, une erreur est survenue, merci de réessayer plus tard "" . Edit : j'ai déjà envoyé un mail, sans réponse 😏",2024-05-29 23:26:24,0
My inwi,Télécom,1,negative,ماتسوقون له شيء والواقع شيء آخر .هذا احتيال على الزبون مثلا في صفحتكم نجد ان التعبئة مضروبة في 15 في حين عند التعبئة تضرب في 4.ما تفسيركم,2024-05-27 14:16:55,0
My inwi,Télécom,1,negative,Bonjour les voleurs Inwi Bonjour le bas niveau Inwi j'ai rechargé 30dhs avec *6 pour offre valable 1 mois avant la fin de la promo hier le 16/05/2024 J'ai bien reçu le message de confirmation J'ai pu bénéficier de 24h seulement de connexion et le service s'est arrêté Je souhaite une solution avant que ça devient une grande réclamation A noter que je n'ai eu aucune réponse de votre service clients ni sur l'appli my Inwi ni sur WhatsApp ... Merci,2024-05-27 13:28:40,3
My inwi,Télécom,1,negative,"Je suis le 06514524.nokhaili Ahmed ,un mois que j'attends la réclamation. 3 réclamation. Même un étoile vous merite...contacter moi, je vous explique car je l ai explique déjà 4/5 fois.",2024-05-24 11:46:43,0
My inwi,Télécom,1,negative,"The connection to your network is very weak, keeps disconnecting, and is unbearable.",2024-05-22 20:10:11,0
My inwi,Télécom,1,negative,تطبيق رائع,2024-05-22 17:58:53,0
My inwi,Télécom,1,negative,Apl nulle je n'arrive pas à profiter de cadeau,2024-05-22 14:40:32,0
My inwi,Télécom,1,negative,bugs bugs bugs,2024-05-19 20:59:28,0
My inwi,Télécom,2,negative,"there is a LOT OF BUGS, including a bug where the app crashes when i try to topip for another person's number, just pmease fix the app.",2026-05-30 17:17:18,0
My inwi,Télécom,2,negative,مبغاش يخدم,2026-04-29 12:46:55,0
My inwi,Télécom,2,negative,لم تعد البطاقة تستقبل مكالمات المرجوا حل المشكل في اقرب وقت,2026-03-22 16:07:37,0
My inwi,Télécom,2,negative,Bn service,2026-02-23 17:59:43,0
My inwi,Télécom,2,negative,Les fonctionnalités ne sont pas clarifiées. Les factures à payer ne sont pas actualisées. Un message n'est pas lisible à cause des couleurs de police choisis (rouge sur violet).,2026-02-16 06:45:02,3
My inwi,Télécom,2,negative,"Déjà, recommandés.",2026-02-08 22:54:12,0
My inwi,Télécom,2,negative,السلام عليكم لا أستفيد من نقاط الوفاء وقدمت شكاية لكم وليس هناك تغيير هل هذا عطب تقني؟؟,2026-02-07 20:05:09,0
My inwi,Télécom,2,negative,التطبيق اصبح سيء بعد التحديث,2026-01-21 20:30:31,0
My inwi,Télécom,2,negative,معطاونيش 3جيغا المنتخب الوطني,2025-12-30 10:07:18,0
My inwi,Télécom,2,negative,mon solde . لا يظهر في التحديث الجديد,2025-12-29 21:41:00,1
My inwi,Télécom,2,negative,les points de fidélité c'est rien.aucune cadeaux aucune événement c est vraiment très faible ce service je cherche à changer mon abonnement a un autre opérateur,2025-12-25 15:21:23,0
My inwi,Télécom,2,negative,"met trop de temps pour synchroniser avec le serveur , affiche des erreurs et on ne pelas sortir de l'application avec le bouton retour du téléphone",2025-12-12 23:41:58,3
My inwi,Télécom,2,negative,"Bonjour, Depuis 4 mois, je ne peux pas consulter mes points de fidélité sur l’application My Inwi (Android). Le message « Désolé, une erreur est survenue » apparaît à chaque tentative. Merci de vérifier et de résoudre ce problème. SLTS.",2025-11-14 12:33:13,3
My inwi,Télécom,2,negative,good,2025-11-07 11:07:51,0
My inwi,Télécom,2,negative,in,2025-10-29 13:34:24,0
My inwi,Télécom,2,negative,للي يا الانبياء الآلاف غغا غغ,2025-10-21 10:43:05,0
My inwi,Télécom,2,negative,génèralement réseau faible,2025-10-20 11:25:36,0
My inwi,Télécom,2,negative,ouï,2025-09-03 22:25:47,0
My inwi,Télécom,2,negative,wawaaaa,2025-08-10 16:45:51,0
My inwi,Télécom,2,negative,"conection internet tout simplement instable.je parle de dibit est instable. aussi, j'aimerais savoir les de fidélité cumuler me donner le droit d'avoir un smartphone gratuit ?",2025-08-02 00:05:57,0
My inwi,Télécom,2,negative,une manipulation facile en suivant les étapes demandées,2025-07-28 14:35:24,0
My inwi,Télécom,2,negative,Réseau défaillant dans ma région Bourgogne triangle d'or,2025-07-18 08:39:30,0
My inwi,Télécom,2,negative,l'application ne fonctionne pas depuis plus d'un mois,2025-06-13 03:18:09,1
My inwi,Télécom,2,negative,يجب تطوير التطبيق وإضافة بعض المميزات إضافية,2025-06-10 03:00:31,0
My inwi,Télécom,2,negative,"Bonjour je ne sais pas utiliser l'application après la mise à jour, j'ai effectué la désinstallation plusieurs reprises le même message s'affiche :désolé generic_exception app_w_0303 je ne sais pas si c'est en relation avec mon smartphone ?",2025-05-07 11:25:43,4
My inwi,Télécom,2,negative,Inwi has started stealing recharges from Inwi card users.,2025-05-04 13:26:57,0
My inwi,Télécom,2,negative,ضعيف نوعا ما,2025-05-01 14:19:51,0
My inwi,Télécom,2,negative,"Je n'ai pas accès à la plate forme Inwi depuis l'étranger (ni sur ordinateur, ni sur appli )smartphone). Je paie mes factures d'internet par le paiement ligne, que faire ???? Est ce provisoire ??",2025-04-19 00:25:16,0
My inwi,Télécom,2,negative,ⵉⵥⵉⵍ,2025-04-07 10:26:00,0
My inwi,Télécom,2,negative,"On se demande vraiment à quoi servent les points de fidélité ; Avec mes +40000 pts statut fidélité-max et mes nombreuses réclamations, la rubrique 'cadeaux' m'est tjrs bloquée sans explications !! C'est bien de nous répondre, ça aurait été encore mieux de solutionner le problème. Merci",2025-03-15 15:39:18,7
My inwi,Télécom,2,negative,J'arrive pas a enregistrer ma ligne,2025-02-13 21:27:36,0
